Species1,Species2,Species3,Time
49,1705,33,1505
36,1755,24,1506
48,1747,34,1507
49,1757,20,1508
57,1729,26,1509
47,1761,34,1510
53,1748,37,1511
47,1733,36,1512
50,1735,35,1513
36,1716,45,1514
50,1754,42,1515
50,1739,21,1516
61,1699,32,1517
42,1747,27,1518
52,1736,24,1519
59,1729,29,1520
48,1744,34,1521
47,1723,24,1522
64,1669,28,1523
45,1742,24,1524
41,1727,39,1525
51,1673,36,1526
41,1715,23,1527
41,1717,28,1528
51,1723,23,1529
48,1734,23,1530
52,1749,16,1531
46,1740,18,1532
54,1720,25,1533
41,1724,31,1534
55,1691,24,1535
59,1731,20,1536
45,1719,28,1537
50,1750,21,1538
48,1741,24,1539
42,1736,13,1540
44,1715,23,1541
54,1742,22,1542
50,1699,20,1543
45,1705,25,1544
37,1754,26,1545
42,1776,28,1546
45,1710,26,1547
38,1714,17,1548
46,1718,29,1549
42,1720,35,1550
49,1712,36,1551
29,1749,24,1552
41,1745,35,1553
50,1696,19,1554
53,1750,23,1555
58,1701,29,1556
56,1697,23,1557
51,1764,37,1558
42,1745,29,1559
46,1733,36,1560
37,1764,28,1561
49,1743,24,1562
39,1752,30,1563
43,1773,21,1564
51,1732,23,1565
41,1741,29,1566
51,1755,29,1567
58,1739,14,1568
45,1746,29,1569
54,1703,24,1570
43,1716,25,1571
48,1777,28,1572
42,1745,21,1573
49,1733,18,1574
44,1768,27,1575
43,1717,30,1576
50,1710,34,1577
53,1750,24,1578
59,1763,20,1579
52,1725,17,1580
49,1796,19,1581
57,1713,32,1582
51,1745,21,1583
49,1723,21,1584
36,1709,33,1585
53,1716,29,1586
48,1706,19,1587
43,1703,27,1588
48,1721,22,1589
62,1704,19,1590
47,1717,25,1591
45,1739,29,1592
53,1704,38,1593
41,1729,20,1594
54,1752,14,1595
44,1739,29,1596
49,1703,31,1597
47,1743,14,1598
35,1755,16,1599
51,1706,23,1600
49,1723,21,1601
40,1714,15,1602
44,1676,34,1603
38,1702,22,1604
38,1783,21,1605
40,1719,33,1606
37,1763,19,1607
45,1683,25,1608
53,1708,34,1609
42,1715,24,1610
49,1737,23,1611
38,1726,31,1612
56,1731,25,1613
50,1709,30,1614
48,1717,17,1615
51,1725,33,1616
63,1738,24,1617
44,1727,29,1618
44,1722,20,1619
53,1725,25,1620
45,1714,24,1621
40,1790,19,1622
32,1755,13,1623
42,1713,29,1624
42,1738,19,1625
42,1768,20,1626
35,1691,26,1627
47,1701,23,1628
30,1719,22,1629
46,1700,25,1630
53,1694,9,1631
34,1732,14,1632
51,1703,17,1633
39,1769,15,1634
54,1687,23,1635
38,1737,33,1636
33,1726,28,1637
34,1701,29,1638
38,1729,24,1639
49,1745,18,1640
58,1771,21,1641
38,1701,33,1642
33,1712,27,1643
41,1741,23,1644
49,1712,18,1645
43,1721,22,1646
53,1721,26,1647
42,1787,17,1648
43,1752,19,1649
48,1700,35,1650
46,1759,25,1651
46,1755,24,1652
39,1717,24,1653
43,1708,21,1654
41,1756,16,1655
53,1671,23,1656
40,1761,20,1657
57,1741,26,1658
56,1752,28,1659
51,1730,20,1660
53,1723,23,1661
44,1738,25,1662
46,1722,21,1663
46,1732,20,1664
40,1752,22,1665
51,1808,9,1666
30,1760,24,1667
37,1772,18,1668
43,1793,11,1669
42,1719,14,1670
31,1753,16,1671
38,1800,9,1672
42,1738,20,1673
48,1705,17,1674
41,1767,18,1675
39,1777,22,1676
45,1746,17,1677
32,1748,21,1678
33,1791,12,1679
42,1720,23,1680
41,1792,15,1681
44,1727,15,1682
42,1745,18,1683
35,1784,11,1684
44,1731,18,1685
37,1767,7,1686
35,1764,12,1687
37,1770,13,1688
37,1738,18,1689
45,1714,27,1690
44,1766,23,1691
42,1732,20,1692
33,1750,17,1693
44,1747,20,1694
31,1746,16,1695
27,1801,20,1696
33,1750,19,1697
35,1729,17,1698
38,1757,14,1699
30,1756,13,1700
42,1761,18,1701
28,1754,19,1702
34,1766,13,1703
28,1776,12,1704
28,1759,12,1705
35,1743,10,1706
42,1726,10,1707
37,1768,11,1708
46,1754,18,1709
32,1774,6,1710
47,1727,4,1711
39,1759,18,1712
33,1764,12,1713
27,1749,12,1714
44,1757,11,1715
44,1725,12,1716
36,1744,11,1717
40,1771,5,1718
30,1754,9,1719
34,1787,16,1720
38,1725,8,1721
26,1770,5,1722
29,1766,12,1723
40,1767,15,1724
43,1731,9,1725
26,1739,7,1726
35,1787,11,1727
44,1761,7,1728
43,1746,8,1729
35,1748,8,1730
31,1775,13,1731
24,1805,13,1732
30,1783,15,1733
31,1778,13,1734
34,1763,6,1735
24,1799,7,1736
27,1810,11,1737
28,1753,13,1738
28,1756,11,1739
31,1749,10,1740
36,1763,11,1741
27,1814,10,1742
26,1800,9,1743
20,1775,11,1744
35,1760,13,1745
25,1772,8,1746
31,1798,9,1747
40,1733,14,1748
31,1769,17,1749
30,1782,12,1750
38,1781,12,1751
33,1806,8,1752
30,1760,12,1753
30,1777,13,1754
32,1796,5,1755
36,1754,8,1756
36,1781,6,1757
28,1785,9,1758
21,1720,14,1759
32,1772,11,1760
27,1776,7,1761
32,1761,10,1762
32,1747,12,1763
30,1792,12,1764
40,1756,7,1765
28,1754,5,1766
27,1769,5,1767
28,1772,7,1768
28,1789,6,1769
28,1824,6,1770
18,1805,6,1771
25,1766,7,1772
28,1780,4,1773
35,1770,6,1774
26,1805,7,1775
28,1793,4,1776
18,1812,6,1777
35,1809,5,1778
21,1806,8,1779
24,1741,5,1780
31,1783,5,1781
17,1798,7,1782
16,1795,2,1783
19,1790,4,1784
35,1800,6,1785
20,1823,6,1786
15,1831,6,1787
19,1800,8,1788
28,1827,7,1789
18,1797,4,1790
13,1834,7,1791
33,1771,9,1792
17,1776,5,1793
23,1771,5,1794
23,1776,8,1795
22,1801,4,1796
15,1783,9,1797
21,1764,9,1798
15,1784,5,1799
18,1809,5,1800
23,1767,12,1801
17,1757,5,1802
18,1823,16,1803
20,1778,9,1804
19,1792,11,1805
16,1820,12,1806
19,1801,5,1807
16,1789,5,1808
18,1783,3,1809
23,1796,7,1810
14,1825,6,1811
20,1841,1,1812
17,1796,11,1813
11,1746,9,1814
16,1811,3,1815
20,1795,5,1816
17,1824,0,1817
24,1815,1,1818
23,1821,2,1819
22,1830,1,1820
15,1806,0,1821
14,1813,1,1822
20,1794,2,1823
10,1828,0,1824
18,1830,1,1825
12,1777,2,1826
23,1796,3,1827
15,1797,0,1828
17,1808,1,1829
17,1797,1,1830
10,1807,0,1831
14,1777,1,1832
15,1826,2,1833
15,1806,1,1834
17,1788,0,1835
23,1791,1,1836
19,1842,1,1837
17,1830,0,1838
12,1800,2,1839
16,1834,0,1840
20,1809,0,1841
19,1824,0,1842
17,1796,4,1843
17,1827,3,1844
23,1804,1,1845
25,1826,2,1846
15,1818,0,1847
20,1807,1,1848
21,1828,6,1849
19,1807,0,1850
16,1833,0,1851
16,1827,1,1852
20,1818,2,1853
16,1829,2,1854
10,1792,0,1855
18,1757,0,1856
13,1828,0,1857
17,1821,0,1858
12,1795,0,1859
17,1800,0,1860
16,1800,0,1861
18,1829,0,1862
14,1815,0,1863
19,1802,0,1864
19,1799,0,1865
24,1802,0,1866
16,1800,0,1867
17,1791,0,1868
9,1819,0,1869
15,1812,0,1870
14,1829,0,1871
16,1839,0,1872
18,1825,0,1873
14,1781,0,1874
24,1812,0,1875
10,1801,0,1876
11,1792,0,1877
16,1832,0,1878
16,1794,0,1879
14,1758,0,1880
12,1806,0,1881
13,1794,0,1882
15,1792,0,1883
16,1803,0,1884
11,1817,0,1885
15,1797,0,1886
11,1829,0,1887
9,1808,0,1888
13,1824,0,1889
18,1805,0,1890
17,1804,0,1891
21,1843,0,1892
18,1876,0,1893
7,1825,0,1894
23,1797,0,1895
13,1845,0,1896
17,1782,0,1897
15,1790,0,1898
15,1833,0,1899
17,1824,0,1900
18,1792,0,1901
14,1818,0,1902
16,1792,0,1903
19,1868,0,1904
18,1867,0,1905
15,1836,0,1906
11,1835,0,1907
16,1791,0,1908
27,1797,0,1909
19,1798,0,1910
13,1826,0,1911
15,1828,0,1912
15,1820,0,1913
17,1817,0,1914
20,1825,0,1915
21,1805,0,1916
16,1813,0,1917
19,1773,0,1918
12,1846,0,1919
16,1793,0,1920
23,1812,0,1921
18,1826,0,1922
10,1840,0,1923
16,1795,0,1924
14,1820,0,1925
19,1826,0,1926
11,1855,0,1927
15,1847,0,1928
20,1831,0,1929
17,1821,0,1930
9,1821,0,1931
18,1796,0,1932
15,1843,0,1933
10,1830,0,1934
16,1855,0,1935
23,1801,0,1936
20,1804,0,1937
20,1806,0,1938
17,1778,0,1939
18,1851,0,1940
22,1801,0,1941
22,1860,0,1942
14,1786,0,1943
16,1822,0,1944
19,1819,0,1945
12,1847,0,1946
12,1791,0,1947
12,1811,0,1948
20,1789,0,1949
18,1819,0,1950
21,1787,0,1951
13,1770,0,1952
18,1782,0,1953
14,1817,0,1954
13,1792,0,1955
16,1822,0,1956
14,1798,0,1957
22,1789,0,1958
17,1843,0,1959
14,1800,0,1960
15,1767,0,1961
19,1802,0,1962
18,1807,0,1963
10,1827,0,1964
11,1780,0,1965
8,1819,0,1966
14,1793,0,1967
9,1810,0,1968
14,1787,0,1969
17,1803,0,1970
14,1821,0,1971
16,1817,0,1972
7,1753,0,1973
20,1782,0,1974
15,1794,0,1975
14,1837,0,1976
13,1818,0,1977
14,1772,0,1978
19,1822,0,1979
11,1778,0,1980
13,1801,0,1981
21,1785,0,1982
13,1809,0,1983
16,1782,0,1984
12,1789,0,1985
21,1820,0,1986
20,1843,0,1987
12,1820,0,1988
19,1791,0,1989
15,1832,0,1990
14,1812,0,1991
17,1818,0,1992
12,1793,0,1993
14,1822,0,1994
13,1810,0,1995
18,1794,0,1996
8,1810,0,1997
14,1820,0,1998
10,1817,0,1999
12,1837,0,2000
18,1830,0,2001
14,1794,0,2002
21,1790,0,2003
16,1785,0,2004
21,1833,0,2005
22,1792,0,2006
17,1826,0,2007
9,1818,0,2008
30,1790,0,2009
16,1806,0,2010
17,1813,0,2011
31,1783,0,2012
20,1804,0,2013
23,1823,0,2014
19,1778,0,2015
18,1824,0,2016
10,1821,0,2017
22,1787,0,2018
28,1784,0,2019
23,1756,0,2020
12,1831,0,2021
20,1785,0,2022
23,1785,0,2023
23,1778,0,2024
13,1791,0,2025
17,1794,0,2026
25,1827,0,2027
18,1795,0,2028
23,1818,0,2029
16,1811,0,2030
21,1800,0,2031
21,1783,0,2032
29,1776,0,2033
23,1756,0,2034
30,1740,0,2035
21,1713,0,2036
15,1808,0,2037
16,1759,0,2038
21,1767,0,2039
26,1729,0,2040
22,1740,0,2041
21,1781,0,2042
26,1796,0,2043
17,1811,0,2044
14,1778,0,2045
11,1821,0,2046
17,1769,0,2047
23,1794,0,2048
20,1778,0,2049
18,1755,0,2050
16,1794,0,2051
24,1779,0,2052
22,1760,0,2053
13,1781,0,2054
17,1783,0,2055
16,1784,0,2056
27,1744,0,2057
20,1776,0,2058
22,1766,0,2059
23,1783,0,2060
25,1819,0,2061
27,1805,0,2062
21,1771,0,2063
28,1783,0,2064
27,1772,0,2065
18,1787,0,2066
24,1783,0,2067
26,1767,0,2068
15,1804,0,2069
16,1772,0,2070
18,1814,0,2071
27,1799,0,2072
23,1755,0,2073
27,1772,0,2074
29,1779,0,2075
18,1762,0,2076
18,1738,0,2077
20,1792,0,2078
26,1786,0,2079
23,1787,0,2080
26,1776,0,2081
32,1785,0,2082
22,1772,0,2083
13,1778,0,2084
21,1813,0,2085
22,1782,0,2086
23,1773,0,2087
14,1810,0,2088
24,1778,0,2089
20,1815,0,2090
22,1791,0,2091
23,1802,0,2092
13,1802,0,2093
15,1806,0,2094
27,1772,0,2095
19,1782,0,2096
17,1810,0,2097
16,1785,0,2098
16,1730,0,2099
17,1732,0,2100
20,1809,0,2101
25,1760,0,2102
26,1762,0,2103
19,1771,0,2104
19,1791,0,2105
13,1818,0,2106
12,1791,0,2107
17,1782,0,2108
13,1841,0,2109
14,1795,0,2110
18,1827,0,2111
22,1799,0,2112
16,1783,0,2113
18,1806,0,2114
22,1805,0,2115
18,1769,0,2116
21,1779,0,2117
25,1768,0,2118
23,1832,0,2119
24,1785,0,2120
21,1774,0,2121
16,1807,0,2122
18,1779,0,2123
18,1806,0,2124
15,1748,0,2125
23,1795,0,2126
20,1798,0,2127
14,1742,0,2128
17,1789,0,2129
26,1775,0,2130
22,1780,0,2131
22,1833,0,2132
18,1768,0,2133
19,1805,0,2134
28,1768,0,2135
16,1776,0,2136
26,1778,0,2137
22,1764,0,2138
23,1814,0,2139
15,1783,0,2140
14,1783,0,2141
17,1761,0,2142
19,1843,0,2143
15,1820,0,2144
28,1756,0,2145
12,1849,0,2146
12,1807,0,2147
20,1781,0,2148
24,1797,0,2149
15,1774,0,2150
17,1776,0,2151
22,1780,0,2152
11,1786,0,2153
24,1805,0,2154
25,1767,0,2155
18,1823,0,2156
14,1817,0,2157
22,1815,0,2158
23,1794,0,2159
20,1800,0,2160
19,1793,0,2161
23,1850,0,2162
21,1813,0,2163
21,1816,0,2164
21,1802,0,2165
21,1767,0,2166
15,1800,0,2167
20,1838,0,2168
15,1819,0,2169
9,1823,0,2170
19,1847,0,2171
13,1856,0,2172
14,1784,0,2173
19,1818,0,2174
18,1823,0,2175
17,1774,0,2176
5,1839,0,2177
15,1793,0,2178
16,1838,0,2179
15,1804,0,2180
12,1798,0,2181
14,1803,0,2182
15,1828,0,2183
18,1820,0,2184
10,1765,0,2185
13,1786,0,2186
14,1787,0,2187
12,1845,0,2188
18,1827,0,2189
10,1839,0,2190
9,1816,0,2191
15,1802,0,2192
11,1760,0,2193
15,1795,0,2194
18,1776,0,2195
12,1808,0,2196
13,1786,0,2197
13,1775,0,2198
16,1818,0,2199
15,1765,0,2200
10,1784,0,2201
12,1827,0,2202
9,1799,0,2203
16,1785,0,2204
16,1789,0,2205
11,1837,0,2206
11,1788,0,2207
18,1850,0,2208
20,1795,0,2209
11,1769,0,2210
15,1787,0,2211
9,1814,0,2212
14,1772,0,2213
20,1803,0,2214
19,1809,0,2215
12,1787,0,2216
12,1807,0,2217
17,1794,0,2218
14,1799,0,2219
15,1803,0,2220
7,1790,0,2221
19,1811,0,2222
16,1805,0,2223
16,1816,0,2224
9,1792,0,2225
12,1787,0,2226
9,1750,0,2227
13,1763,0,2228
9,1843,0,2229
6,1800,0,2230
9,1762,0,2231
11,1840,0,2232
13,1817,0,2233
7,1805,0,2234
7,1837,0,2235
11,1817,0,2236
17,1850,0,2237
15,1808,0,2238
7,1829,0,2239
5,1826,0,2240
7,1837,0,2241
12,1770,0,2242
4,1818,0,2243
12,1824,0,2244
7,1783,0,2245
9,1803,0,2246
12,1794,0,2247
10,1815,0,2248
10,1846,0,2249
13,1830,0,2250
13,1756,0,2251
7,1749,0,2252
8,1766,0,2253
7,1820,0,2254
7,1755,0,2255
5,1787,0,2256
12,1797,0,2257
12,1790,0,2258
7,1788,0,2259
9,1805,0,2260
11,1802,0,2261
5,1810,0,2262
10,1750,0,2263
4,1793,0,2264
5,1782,0,2265
7,1784,0,2266
10,1793,0,2267
7,1798,0,2268
7,1782,0,2269
6,1826,0,2270
12,1823,0,2271
7,1818,0,2272
6,1789,0,2273
5,1791,0,2274
8,1787,0,2275
7,1784,0,2276
6,1836,0,2277
8,1792,0,2278
9,1793,0,2279
11,1767,0,2280
7,1773,0,2281
7,1763,0,2282
10,1796,0,2283
4,1788,0,2284
15,1802,0,2285
12,1772,0,2286
10,1774,0,2287
7,1754,0,2288
17,1778,0,2289
9,1779,0,2290
5,1776,0,2291
11,1756,0,2292
9,1784,0,2293
7,1765,0,2294
7,1760,0,2295
7,1771,0,2296
8,1809,0,2297
8,1786,0,2298
6,1790,0,2299
8,1796,0,2300
9,1799,0,2301
6,1787,0,2302
9,1813,0,2303
8,1781,0,2304
2,1783,0,2305
9,1792,0,2306
5,1770,0,2307
5,1803,0,2308
10,1781,0,2309
6,1776,0,2310
8,1786,0,2311
13,1780,0,2312
7,1787,0,2313
7,1802,0,2314
9,1758,0,2315
3,1815,0,2316
10,1731,0,2317
5,1785,0,2318
7,1746,0,2319
6,1774,0,2320
1,1779,0,2321
8,1758,0,2322
6,1782,0,2323
9,1753,0,2324
8,1760,0,2325
8,1776,0,2326
8,1787,0,2327
6,1747,0,2328
9,1778,0,2329
10,1803,0,2330
7,1799,0,2331
5,1801,0,2332
10,1707,0,2333
7,1786,0,2334
9,1759,0,2335
7,1777,0,2336
13,1751,0,2337
12,1770,0,2338
12,1799,0,2339
9,1803,0,2340
7,1775,0,2341
10,1747,0,2342
10,1806,0,2343
9,1792,0,2344
9,1786,0,2345
6,1788,0,2346
13,1755,0,2347
11,1742,0,2348
6,1782,0,2349
6,1772,0,2350
7,1796,0,2351
10,1800,0,2352
13,1794,0,2353
10,1777,0,2354
6,1765,0,2355
8,1778,0,2356
10,1757,0,2357
5,1771,0,2358
6,1741,0,2359
10,1780,0,2360
11,1780,0,2361
9,1764,0,2362
5,1785,0,2363
11,1783,0,2364
8,1756,0,2365
7,1772,0,2366
10,1786,0,2367
8,1750,0,2368
9,1772,0,2369
5,1801,0,2370
17,1724,0,2371
14,1752,0,2372
7,1808,0,2373
11,1775,0,2374
15,1762,0,2375
7,1794,0,2376
9,1761,0,2377
7,1801,0,2378
14,1764,0,2379
17,1777,0,2380
11,1833,0,2381
8,1772,0,2382
11,1741,0,2383
13,1771,0,2384
10,1822,0,2385
10,1767,0,2386
13,1773,0,2387
13,1798,0,2388
7,1804,0,2389
13,1810,0,2390
15,1784,0,2391
14,1798,0,2392
11,1792,0,2393
11,1807,0,2394
10,1783,0,2395
8,1768,0,2396
13,1756,0,2397
19,1774,0,2398
8,1768,0,2399
11,1822,0,2400
10,1764,0,2401
10,1777,0,2402
12,1802,0,2403
13,1806,0,2404
5,1810,0,2405
8,1753,0,2406
12,1787,0,2407
7,1776,0,2408
6,1795,0,2409
15,1826,0,2410
13,1787,0,2411
7,1795,0,2412
11,1804,0,2413
13,1801,0,2414
10,1770,0,2415
11,1786,0,2416
9,1771,0,2417
11,1805,0,2418
10,1811,0,2419
18,1794,0,2420
10,1798,0,2421
9,1778,0,2422
15,1792,0,2423
16,1802,0,2424
6,1780,0,2425
12,1794,0,2426
10,1791,0,2427
10,1774,0,2428
13,1795,0,2429
12,1746,0,2430
13,1791,0,2431
10,1790,0,2432
12,1793,0,2433
11,1790,0,2434
5,1860,0,2435
8,1818,0,2436
13,1800,0,2437
10,1771,0,2438
18,1737,0,2439
9,1800,0,2440
9,1807,0,2441
13,1835,0,2442
12,1782,0,2443
9,1806,0,2444
13,1796,0,2445
15,1787,0,2446
12,1776,0,2447
7,1795,0,2448
10,1756,0,2449
12,1792,0,2450
15,1832,0,2451
6,1795,0,2452
13,1792,0,2453
14,1793,0,2454
8,1752,0,2455
11,1780,0,2456
8,1786,0,2457
10,1731,0,2458
11,1738,0,2459
10,1783,0,2460
1,1780,0,2461
11,1826,0,2462
7,1812,0,2463
7,1772,0,2464
11,1762,0,2465
19,1797,0,2466
7,1789,0,2467
10,1813,0,2468
12,1821,0,2469
4,1795,0,2470
12,1819,0,2471
6,1782,0,2472
7,1823,0,2473
11,1832,0,2474
9,1760,0,2475
8,1814,0,2476
10,1796,0,2477
10,1850,0,2478
12,1777,0,2479
8,1815,0,2480
13,1828,0,2481
12,1803,0,2482
12,1783,0,2483
10,1772,0,2484
14,1830,0,2485
7,1807,0,2486
12,1839,0,2487
9,1816,0,2488
15,1807,0,2489
10,1806,0,2490
16,1753,0,2491
5,1867,0,2492
13,1864,0,2493
8,1836,0,2494
11,1820,0,2495
14,1807,0,2496
11,1791,0,2497
15,1807,0,2498
11,1832,0,2499
14,1771,0,2500
9,1837,0,2501
17,1761,0,2502
8,1762,0,2503
7,1812,0,2504
10,1787,0,2505
16,1807,0,2506
15,1832,0,2507
17,1784,0,2508
16,1830,0,2509
20,1785,0,2510
11,1869,0,2511
9,1837,0,2512
13,1811,0,2513
19,1833,0,2514
9,1789,0,2515
13,1843,0,2516
13,1845,0,2517
10,1823,0,2518
10,1823,0,2519
20,1837,0,2520
8,1869,0,2521
13,1835,0,2522
11,1822,0,2523
5,1791,0,2524
20,1769,0,2525
11,1806,0,2526
14,1807,0,2527
5,1808,0,2528
14,1808,0,2529
10,1825,0,2530
10,1817,0,2531
13,1802,0,2532
8,1813,0,2533
12,1854,0,2534
15,1836,0,2535
15,1792,0,2536
15,1780,0,2537
7,1786,0,2538
7,1822,0,2539
8,1798,0,2540
8,1764,0,2541
7,1805,0,2542
8,1763,0,2543
8,1830,0,2544
14,1800,0,2545
12,1819,0,2546
8,1803,0,2547
8,1835,0,2548
10,1789,0,2549
5,1797,0,2550
12,1805,0,2551
8,1784,0,2552
3,1808,0,2553
11,1783,0,2554
8,1774,0,2555
4,1767,0,2556
8,1842,0,2557
4,1834,0,2558
12,1805,0,2559
10,1804,0,2560
4,1822,0,2561
7,1797,0,2562
11,1787,0,2563
7,1783,0,2564
12,1799,0,2565
5,1846,0,2566
8,1804,0,2567
8,1802,0,2568
8,1847,0,2569
6,1829,0,2570
11,1788,0,2571
5,1819,0,2572
5,1836,0,2573
10,1800,0,2574
7,1819,0,2575
12,1859,0,2576
6,1813,0,2577
9,1782,0,2578
9,1825,0,2579
6,1787,0,2580
2,1821,0,2581
16,1783,0,2582
7,1816,0,2583
6,1784,0,2584
11,1807,0,2585
5,1821,0,2586
8,1811,0,2587
6,1832,0,2588
2,1772,0,2589
7,1817,0,2590
6,1767,0,2591
8,1831,0,2592
5,1856,0,2593
5,1759,0,2594
6,1786,0,2595
9,1793,0,2596
5,1800,0,2597
6,1813,0,2598
5,1852,0,2599
9,1845,0,2600
5,1852,0,2601
3,1809,0,2602
3,1836,0,2603
5,1779,0,2604
3,1813,0,2605
5,1742,0,2606
4,1842,0,2607
8,1804,0,2608
3,1812,0,2609
5,1810,0,2610
7,1836,0,2611
6,1818,0,2612
3,1826,0,2613
9,1834,0,2614
5,1823,0,2615
4,1809,0,2616
6,1801,0,2617
3,1846,0,2618
11,1817,0,2619
4,1826,0,2620
6,1823,0,2621
5,1848,0,2622
3,1830,0,2623
6,1834,0,2624
2,1771,0,2625
7,1791,0,2626
4,1815,0,2627
4,1806,0,2628
5,1806,0,2629
8,1840,0,2630
5,1879,0,2631
4,1851,0,2632
11,1833,0,2633
15,1803,0,2634
10,1807,0,2635
7,1850,0,2636
7,1818,0,2637
7,1846,0,2638
7,1819,0,2639
8,1815,0,2640
9,1818,0,2641
11,1820,0,2642
8,1853,0,2643
7,1795,0,2644
5,1833,0,2645
11,1833,0,2646
7,1798,0,2647
12,1810,0,2648
3,1820,0,2649
3,1831,0,2650
5,1810,0,2651
8,1801,0,2652
8,1792,0,2653
4,1814,0,2654
5,1795,0,2655
2,1836,0,2656
2,1842,0,2657
1,1797,0,2658
10,1805,0,2659
3,1786,0,2660
5,1818,0,2661
7,1801,0,2662
4,1821,0,2663
7,1788,0,2664
2,1816,0,2665
5,1797,0,2666
2,1799,0,2667
3,1808,0,2668
8,1799,0,2669
5,1799,0,2670
3,1814,0,2671
2,1825,0,2672
3,1798,0,2673
3,1797,0,2674
6,1818,0,2675
2,1817,0,2676
1,1817,0,2677
1,1801,0,2678
2,1799,0,2679
3,1835,0,2680
3,1785,0,2681
0,1847,0,2682
4,1824,0,2683
0,1831,0,2684
3,1791,0,2685
1,1807,0,2686
1,1819,0,2687
3,1861,0,2688
1,1824,0,2689
3,1823,0,2690
2,1812,0,2691
3,1818,0,2692
1,1809,0,2693
4,1831,0,2694
6,1844,0,2695
4,1852,0,2696
3,1795,0,2697
1,1839,0,2698
2,1803,0,2699
0,1806,0,2700
0,1831,0,2701
4,1782,0,2702
2,1836,0,2703
1,1762,0,2704
3,1818,0,2705
0,1849,0,2706
2,1784,0,2707
3,1820,0,2708
1,1792,0,2709
4,1847,0,2710
1,1829,0,2711
4,1851,0,2712
2,1870,0,2713
5,1826,0,2714
4,1853,0,2715
1,1796,0,2716
0,1839,0,2717
3,1838,0,2718
2,1777,0,2719
2,1803,0,2720
3,1840,0,2721
1,1776,0,2722
2,1821,0,2723
1,1794,0,2724
2,1842,0,2725
4,1825,0,2726
1,1795,0,2727
5,1845,0,2728
1,1822,0,2729
4,1833,0,2730
0,1783,0,2731
1,1823,0,2732
1,1829,0,2733
2,1801,0,2734
1,1800,0,2735
1,1792,0,2736
1,1809,0,2737
2,1803,0,2738
0,1823,0,2739
2,1837,0,2740
0,1816,0,2741
1,1823,0,2742
2,1819,0,2743
2,1853,0,2744
2,1805,0,2745
3,1803,0,2746
2,1785,0,2747
1,1777,0,2748
0,1788,0,2749
4,1856,0,2750
2,1841,0,2751
4,1807,0,2752
1,1850,0,2753
0,1838,0,2754
1,1833,0,2755
3,1804,0,2756
3,1831,0,2757
1,1776,0,2758
0,1800,0,2759
1,1805,0,2760
2,1757,0,2761
2,1796,0,2762
2,1783,0,2763
2,1788,0,2764
1,1809,0,2765
0,1801,0,2766
0,1827,0,2767
2,1815,0,2768
1,1837,0,2769
3,1783,0,2770
3,1833,0,2771
2,1797,0,2772
2,1807,0,2773
3,1785,0,2774
0,1816,0,2775
2,1805,0,2776
3,1820,0,2777
4,1789,0,2778
0,1801,0,2779
1,1799,0,2780
3,1824,0,2781
4,1811,0,2782
2,1800,0,2783
1,1767,0,2784
3,1821,0,2785
1,1787,0,2786
4,1792,0,2787
3,1814,0,2788
3,1776,0,2789
2,1832,0,2790
2,1805,0,2791
4,1778,0,2792
3,1787,0,2793
7,1790,0,2794
8,1789,0,2795
2,1809,0,2796
2,1795,0,2797
0,1776,0,2798
3,1838,0,2799
2,1806,0,2800
6,1795,0,2801
2,1810,0,2802
2,1819,0,2803
9,1822,0,2804
5,1781,0,2805
4,1796,0,2806
2,1745,0,2807
6,1774,0,2808
3,1810,0,2809
2,1789,0,2810
1,1782,0,2811
2,1830,0,2812
2,1796,0,2813
1,1812,0,2814
2,1829,0,2815
4,1854,0,2816
4,1831,0,2817
2,1824,0,2818
4,1828,0,2819
2,1852,0,2820
3,1803,0,2821
3,1774,0,2822
4,1817,0,2823
2,1797,0,2824
1,1795,0,2825
5,1834,0,2826
3,1800,0,2827
4,1837,0,2828
1,1837,0,2829
3,1801,0,2830
4,1805,0,2831
5,1817,0,2832
3,1799,0,2833
5,1828,0,2834
3,1787,0,2835
1,1820,0,2836
5,1789,0,2837
1,1829,0,2838
3,1822,0,2839
5,1809,0,2840
1,1782,0,2841
5,1823,0,2842
5,1839,0,2843
1,1807,0,2844
4,1822,0,2845
3,1869,0,2846
7,1836,0,2847
3,1826,0,2848
2,1843,0,2849
5,1781,0,2850
3,1783,0,2851
4,1826,0,2852
0,1832,0,2853
7,1824,0,2854
3,1815,0,2855
1,1796,0,2856
1,1780,0,2857
3,1774,0,2858
0,1804,0,2859
0,1772,0,2860
1,1771,0,2861
2,1800,0,2862
5,1770,0,2863
2,1793,0,2864
1,1802,0,2865
2,1805,0,2866
1,1822,0,2867
2,1825,0,2868
3,1781,0,2869
2,1787,0,2870
3,1803,0,2871
3,1819,0,2872
6,1805,0,2873
1,1800,0,2874
0,1815,0,2875
3,1802,0,2876
3,1791,0,2877
2,1834,0,2878
3,1767,0,2879
5,1829,0,2880
2,1825,0,2881
1,1791,0,2882
0,1836,0,2883
4,1819,0,2884
0,1811,0,2885
2,1816,0,2886
2,1801,0,2887
1,1786,0,2888
0,1794,0,2889
1,1796,0,2890
0,1793,0,2891
2,1853,0,2892
1,1816,0,2893
0,1822,0,2894
1,1814,0,2895
1,1824,0,2896
1,1791,0,2897
1,1778,0,2898
3,1824,0,2899
0,1792,0,2900
1,1779,0,2901
1,1800,0,2902
