Species1,Species2,Species3,Time
20,1090,154,1595
14,1075,181,1596
8,1072,166,1597
14,1101,143,1598
13,1073,157,1599
15,1075,201,1600
10,1111,164,1601
12,1065,194,1602
12,1091,169,1603
9,1046,166,1604
10,1108,164,1605
11,1102,184,1606
12,1109,185,1607
14,1105,163,1608
11,1082,185,1609
12,1086,191,1610
11,1109,181,1611
12,1130,190,1612
10,1076,165,1613
9,1085,191,1614
9,1153,193,1615
9,1143,198,1616
11,1136,209,1617
17,1095,195,1618
11,1138,185,1619
14,1068,186,1620
16,1104,203,1621
10,1093,178,1622
10,1096,180,1623
16,1081,168,1624
11,1138,184,1625
7,1152,165,1626
11,1153,179,1627
6,1073,185,1628
12,1161,181,1629
11,1155,179,1630
12,1096,182,1631
12,1164,167,1632
15,1119,193,1633
14,1163,163,1634
14,1121,185,1635
13,1162,178,1636
13,1159,162,1637
19,1165,176,1638
9,1126,176,1639
7,1152,196,1640
13,1117,193,1641
7,1171,181,1642
15,1145,185,1643
11,1180,160,1644
8,1171,197,1645
9,1139,174,1646
10,1144,175,1647
14,1151,184,1648
14,1165,183,1649
13,1186,166,1650
11,1190,167,1651
15,1162,157,1652
10,1133,186,1653
7,1131,184,1654
9,1120,196,1655
13,1144,182,1656
1,1173,157,1657
8,1161,170,1658
17,1122,187,1659
8,1197,159,1660
15,1185,198,1661
8,1192,170,1662
9,1113,187,1663
9,1200,179,1664
15,1161,179,1665
12,1152,190,1666
8,1154,166,1667
12,1216,161,1668
15,1169,186,1669
15,1168,180,1670
13,1159,170,1671
14,1197,173,1672
12,1159,177,1673
11,1157,175,1674
13,1200,170,1675
17,1157,182,1676
19,1166,189,1677
11,1181,190,1678
10,1184,187,1679
18,1140,175,1680
15,1177,169,1681
11,1189,201,1682
8,1169,183,1683
16,1176,179,1684
8,1254,173,1685
5,1198,202,1686
10,1167,190,1687
12,1190,186,1688
14,1169,176,1689
14,1211,154,1690
5,1185,201,1691
13,1196,184,1692
16,1206,180,1693
9,1196,174,1694
13,1243,174,1695
13,1164,203,1696
13,1173,180,1697
13,1182,168,1698
7,1212,147,1699
15,1157,193,1700
8,1199,187,1701
11,1207,171,1702
6,1211,167,1703
8,1223,189,1704
11,1217,204,1705
9,1211,166,1706
6,1206,199,1707
12,1206,195,1708
11,1198,207,1709
8,1251,175,1710
6,1235,198,1711
7,1203,179,1712
8,1227,213,1713
8,1229,211,1714
15,1246,176,1715
10,1235,187,1716
11,1242,171,1717
13,1232,190,1718
12,1263,181,1719
5,1234,201,1720
14,1231,195,1721
10,1185,194,1722
12,1210,176,1723
9,1233,174,1724
15,1287,192,1725
13,1255,166,1726
6,1224,189,1727
13,1227,201,1728
17,1234,183,1729
16,1190,202,1730
13,1242,176,1731
13,1216,172,1732
10,1250,187,1733
5,1267,182,1734
9,1234,161,1735
16,1249,178,1736
15,1234,201,1737
7,1221,198,1738
10,1262,178,1739
10,1254,187,1740
12,1248,181,1741
10,1229,213,1742
7,1270,172,1743
11,1263,181,1744
14,1226,175,1745
5,1251,180,1746
16,1233,166,1747
6,1246,167,1748
9,1244,175,1749
15,1251,188,1750
20,1261,197,1751
12,1293,176,1752
21,1237,180,1753
15,1238,180,1754
11,1284,185,1755
12,1232,177,1756
13,1249,172,1757
15,1303,160,1758
11,1266,187,1759
9,1267,186,1760
16,1267,163,1761
13,1286,145,1762
11,1238,192,1763
19,1282,169,1764
6,1304,189,1765
9,1307,182,1766
12,1283,185,1767
7,1274,198,1768
6,1247,197,1769
14,1315,184,1770
9,1279,199,1771
14,1285,181,1772
20,1209,184,1773
15,1279,194,1774
9,1301,196,1775
8,1303,189,1776
14,1235,220,1777
11,1285,204,1778
8,1320,169,1779
11,1246,194,1780
15,1255,204,1781
5,1300,197,1782
9,1293,179,1783
12,1294,195,1784
10,1306,178,1785
14,1302,190,1786
12,1317,180,1787
10,1248,204,1788
11,1338,191,1789
11,1281,197,1790
8,1263,178,1791
7,1295,190,1792
9,1307,181,1793
13,1299,168,1794
14,1322,215,1795
9,1360,180,1796
7,1333,180,1797
3,1335,214,1798
8,1340,169,1799
12,1356,182,1800
16,1315,207,1801
7,1343,184,1802
9,1345,191,1803
15,1297,199,1804
9,1346,182,1805
7,1362,195,1806
14,1308,195,1807
7,1358,174,1808
9,1358,193,1809
12,1311,180,1810
6,1338,202,1811
11,1355,170,1812
6,1337,195,1813
15,1348,200,1814
9,1370,166,1815
13,1319,157,1816
12,1312,189,1817
13,1332,184,1818
12,1373,170,1819
8,1367,175,1820
16,1356,158,1821
7,1296,168,1822
9,1316,163,1823
12,1335,151,1824
15,1289,184,1825
10,1348,181,1826
10,1352,170,1827
9,1334,187,1828
15,1346,151,1829
8,1379,168,1830
10,1325,176,1831
14,1415,160,1832
11,1343,179,1833
16,1296,169,1834
12,1348,169,1835
8,1386,180,1836
8,1366,160,1837
2,1424,160,1838
10,1358,186,1839
8,1377,172,1840
5,1367,202,1841
7,1423,175,1842
7,1324,186,1843
7,1378,181,1844
5,1364,161,1845
7,1367,173,1846
6,1413,155,1847
8,1372,155,1848
11,1334,159,1849
9,1371,182,1850
5,1388,188,1851
10,1356,181,1852
6,1339,183,1853
12,1371,157,1854
12,1368,179,1855
8,1383,170,1856
8,1415,181,1857
10,1399,163,1858
2,1372,178,1859
12,1368,184,1860
10,1347,214,1861
13,1361,187,1862
6,1387,195,1863
10,1385,177,1864
12,1361,183,1865
10,1438,170,1866
10,1412,168,1867
5,1400,172,1868
3,1407,175,1869
10,1470,177,1870
6,1403,164,1871
11,1420,154,1872
7,1417,171,1873
13,1376,180,1874
9,1376,163,1875
13,1417,157,1876
13,1365,190,1877
9,1415,183,1878
7,1417,192,1879
13,1359,167,1880
9,1387,184,1881
10,1407,198,1882
15,1410,181,1883
5,1394,180,1884
11,1431,187,1885
8,1424,180,1886
9,1388,177,1887
9,1396,187,1888
6,1411,189,1889
5,1477,168,1890
10,1406,175,1891
11,1481,187,1892
7,1455,179,1893
5,1419,179,1894
5,1397,171,1895
15,1428,168,1896
7,1456,160,1897
7,1445,154,1898
6,1425,193,1899
10,1434,170,1900
4,1427,163,1901
8,1465,181,1902
11,1396,184,1903
8,1414,165,1904
7,1433,164,1905
2,1453,184,1906
10,1471,174,1907
9,1459,174,1908
6,1440,183,1909
13,1474,147,1910
5,1454,162,1911
5,1412,161,1912
5,1458,168,1913
11,1428,162,1914
5,1475,162,1915
10,1445,167,1916
11,1472,154,1917
9,1436,170,1918
3,1434,158,1919
10,1476,167,1920
10,1439,172,1921
10,1493,158,1922
8,1450,182,1923
7,1489,175,1924
13,1424,164,1925
12,1458,175,1926
10,1471,174,1927
5,1468,167,1928
8,1450,164,1929
11,1505,166,1930
9,1452,162,1931
6,1455,173,1932
6,1498,157,1933
7,1490,133,1934
5,1475,134,1935
8,1503,152,1936
7,1558,144,1937
14,1464,165,1938
7,1508,141,1939
13,1479,153,1940
8,1519,144,1941
6,1495,150,1942
7,1453,175,1943
8,1465,169,1944
9,1477,161,1945
8,1495,133,1946
9,1519,164,1947
10,1475,151,1948
11,1489,173,1949
4,1515,159,1950
8,1500,156,1951
7,1504,144,1952
9,1472,167,1953
8,1495,183,1954
5,1515,161,1955
13,1489,170,1956
6,1460,165,1957
7,1490,156,1958
5,1513,184,1959
11,1530,162,1960
7,1491,151,1961
16,1461,165,1962
6,1499,172,1963
8,1516,168,1964
7,1513,166,1965
8,1554,161,1966
7,1527,159,1967
4,1501,168,1968
6,1469,175,1969
12,1466,162,1970
8,1474,166,1971
4,1499,147,1972
6,1495,148,1973
10,1504,161,1974
12,1512,146,1975
4,1539,139,1976
5,1525,153,1977
12,1494,149,1978
2,1524,149,1979
11,1499,161,1980
12,1529,162,1981
7,1519,158,1982
7,1501,163,1983
9,1470,158,1984
9,1471,158,1985
7,1509,160,1986
4,1534,149,1987
9,1437,170,1988
11,1531,182,1989
7,1519,155,1990
10,1490,157,1991
11,1490,142,1992
8,1548,144,1993
3,1485,188,1994
8,1499,175,1995
4,1542,175,1996
6,1483,146,1997
8,1543,162,1998
15,1474,160,1999
10,1533,161,2000
6,1535,170,2001
4,1488,157,2002
6,1477,174,2003
8,1556,161,2004
15,1532,157,2005
11,1514,153,2006
7,1527,150,2007
6,1499,170,2008
11,1477,159,2009
9,1512,161,2010
7,1525,164,2011
8,1542,156,2012
12,1577,162,2013
6,1444,163,2014
6,1544,168,2015
8,1502,152,2016
8,1547,159,2017
8,1562,170,2018
11,1516,187,2019
9,1509,166,2020
12,1553,141,2021
11,1499,167,2022
5,1550,148,2023
6,1555,146,2024
5,1586,177,2025
9,1530,156,2026
11,1550,149,2027
8,1540,168,2028
10,1549,134,2029
2,1612,127,2030
6,1548,145,2031
6,1585,134,2032
7,1547,145,2033
4,1524,139,2034
10,1550,131,2035
7,1542,125,2036
11,1576,143,2037
8,1586,148,2038
8,1592,114,2039
10,1592,128,2040
11,1545,129,2041
10,1542,152,2042
4,1556,153,2043
9,1562,145,2044
9,1520,148,2045
10,1545,120,2046
3,1546,106,2047
14,1509,157,2048
8,1549,116,2049
5,1561,105,2050
10,1509,125,2051
10,1508,130,2052
10,1507,139,2053
6,1571,129,2054
7,1613,104,2055
4,1577,118,2056
15,1569,126,2057
6,1525,137,2058
6,1597,132,2059
6,1531,120,2060
4,1567,116,2061
5,1555,126,2062
11,1544,130,2063
3,1630,116,2064
7,1291,89,2065
5,921,53,2066
1,561,28,2067
0,317,15,2068
0,142,12,2069
1,92,2,2070
0,124,7,2071
1,97,3,2072
1,109,7,2073
2,100,6,2074
0,104,2,2075
0,112,6,2076
1,109,7,2077
0,131,8,2078
0,118,14,2079
1,135,9,2080
0,123,13,2081
3,122,1,2082
2,119,9,2083
0,115,8,2084
2,92,5,2085
2,120,7,2086
1,112,11,2087
1,120,4,2088
1,124,11,2089
1,116,7,2090
2,135,6,2091
0,137,5,2092
2,124,7,2093
2,138,9,2094
1,139,11,2095
3,135,11,2096
4,146,9,2097
1,132,12,2098
2,134,10,2099
5,162,8,2100
4,143,8,2101
2,169,14,2102
2,152,21,2103
0,144,18,2104
0,137,16,2105
2,160,17,2106
1,152,14,2107
2,172,13,2108
0,182,17,2109
3,157,12,2110
3,166,11,2111
2,164,8,2112
2,183,7,2113
0,185,11,2114
3,188,4,2115
2,191,13,2116
3,194,15,2117
0,170,16,2118
4,222,14,2119
1,178,8,2120
2,193,10,2121
2,190,16,2122
3,200,13,2123
7,201,20,2124
4,226,15,2125
3,205,14,2126
2,218,14,2127
2,204,14,2128
6,222,8,2129
5,214,14,2130
2,198,13,2131
3,240,10,2132
5,249,13,2133
4,236,21,2134
1,237,13,2135
4,224,10,2136
0,217,14,2137
4,228,19,2138
3,243,11,2139
4,234,22,2140
3,259,19,2141
1,206,15,2142
4,242,16,2143
1,228,23,2144
4,254,26,2145
5,228,15,2146
3,217,17,2147
2,257,25,2148
4,258,19,2149
7,224,19,2150
7,256,23,2151
5,238,36,2152
3,262,31,2153
1,271,19,2154
6,236,23,2155
5,271,23,2156
5,275,18,2157
7,236,27,2158
3,258,25,2159
4,263,23,2160
5,294,26,2161
5,269,31,2162
8,270,22,2163
3,274,27,2164
5,258,27,2165
6,287,29,2166
4,306,25,2167
2,256,21,2168
5,290,22,2169
4,294,17,2170
2,297,25,2171
6,303,23,2172
6,289,22,2173
5,301,28,2174
1,322,19,2175
6,291,21,2176
4,315,26,2177
6,289,25,2178
7,300,20,2179
3,327,32,2180
2,297,18,2181
6,308,25,2182
7,318,32,2183
4,319,20,2184
4,340,16,2185
9,320,19,2186
2,342,31,2187
6,294,26,2188
4,300,28,2189
10,355,18,2190
9,323,19,2191
5,320,19,2192
5,362,20,2193
4,324,23,2194
10,360,24,2195
6,353,25,2196
6,329,22,2197
8,365,31,2198
2,352,27,2199
5,345,21,2200
3,377,22,2201
8,357,25,2202
8,326,44,2203
5,393,31,2204
2,344,30,2205
5,364,29,2206
4,344,33,2207
7,333,26,2208
2,333,23,2209
7,356,27,2210
5,358,25,2211
6,396,34,2212
5,370,35,2213
3,361,36,2214
12,419,31,2215
13,374,39,2216
6,399,46,2217
13,408,31,2218
9,397,38,2219
5,392,47,2220
5,383,38,2221
6,388,28,2222
9,370,37,2223
7,382,23,2224
5,375,33,2225
5,397,50,2226
3,400,41,2227
3,389,39,2228
6,415,50,2229
3,423,38,2230
5,441,47,2231
5,408,31,2232
4,405,41,2233
7,420,31,2234
6,427,47,2235
5,446,54,2236
4,445,37,2237
4,420,42,2238
9,410,50,2239
6,446,42,2240
6,406,50,2241
6,440,43,2242
4,443,47,2243
5,445,40,2244
0,448,36,2245
3,440,45,2246
8,463,40,2247
2,455,39,2248
10,455,40,2249
6,455,48,2250
6,448,38,2251
7,484,55,2252
6,466,33,2253
8,484,38,2254
6,483,43,2255
6,492,53,2256
5,484,36,2257
5,497,49,2258
2,480,51,2259
5,447,60,2260
6,479,48,2261
7,499,51,2262
2,464,49,2263
0,456,54,2264
10,470,45,2265
8,536,46,2266
5,467,46,2267
8,484,47,2268
8,504,40,2269
8,475,65,2270
5,442,56,2271
9,471,61,2272
3,521,52,2273
7,470,54,2274
9,473,52,2275
5,502,50,2276
5,513,65,2277
3,518,39,2278
7,511,56,2279
6,520,45,2280
5,486,60,2281
7,503,51,2282
5,526,53,2283
4,567,47,2284
5,540,42,2285
5,504,51,2286
6,506,39,2287
8,524,51,2288
2,533,64,2289
10,536,58,2290
6,581,49,2291
7,523,57,2292
6,557,57,2293
3,549,51,2294
6,514,58,2295
8,529,45,2296
6,536,44,2297
5,505,55,2298
4,533,58,2299
3,536,60,2300
10,547,39,2301
2,582,55,2302
5,539,53,2303
7,528,48,2304
3,561,53,2305
4,546,56,2306
1,552,59,2307
7,528,48,2308
3,563,44,2309
7,540,48,2310
5,522,47,2311
7,557,39,2312
7,551,66,2313
3,631,54,2314
5,517,58,2315
7,577,58,2316
9,553,50,2317
5,561,52,2318
4,555,63,2319
7,577,51,2320
9,559,40,2321
4,591,46,2322
7,560,48,2323
9,601,56,2324
5,580,52,2325
6,554,52,2326
10,581,57,2327
4,628,53,2328
6,594,40,2329
9,567,48,2330
4,588,64,2331
4,604,47,2332
5,628,55,2333
7,598,46,2334
5,624,49,2335
7,608,38,2336
8,589,42,2337
9,623,56,2338
5,591,58,2339
4,615,66,2340
10,644,43,2341
4,605,52,2342
6,567,45,2343
6,615,52,2344
6,642,49,2345
9,674,56,2346
8,640,51,2347
10,661,62,2348
4,623,53,2349
7,635,59,2350
6,652,55,2351
5,650,56,2352
7,628,52,2353
10,648,53,2354
2,652,52,2355
5,658,56,2356
12,644,50,2357
4,623,49,2358
9,645,44,2359
9,649,52,2360
6,663,56,2361
5,670,51,2362
9,656,44,2363
5,720,63,2364
9,665,52,2365
1,665,55,2366
5,658,58,2367
6,668,47,2368
5,678,63,2369
8,655,57,2370
7,695,57,2371
6,673,55,2372
5,651,50,2373
9,718,67,2374
3,650,48,2375
5,683,54,2376
3,718,56,2377
6,679,59,2378
6,688,66,2379
10,676,66,2380
9,712,56,2381
5,724,55,2382
7,707,51,2383
6,719,58,2384
14,728,54,2385
9,655,56,2386
7,681,67,2387
5,719,63,2388
6,708,57,2389
3,690,59,2390
3,764,56,2391
4,683,55,2392
7,705,55,2393
9,722,62,2394
4,729,57,2395
5,696,65,2396
9,714,46,2397
10,769,52,2398
11,736,54,2399
10,766,64,2400
4,713,71,2401
9,780,65,2402
6,740,74,2403
11,730,58,2404
5,744,64,2405
7,736,52,2406
5,741,44,2407
4,760,54,2408
2,767,52,2409
8,737,50,2410
6,768,65,2411
7,701,58,2412
11,749,54,2413
4,776,52,2414
4,765,59,2415
15,782,69,2416
8,739,56,2417
5,746,63,2418
4,795,59,2419
7,730,64,2420
8,744,69,2421
13,749,54,2422
2,734,52,2423
11,784,49,2424
4,756,65,2425
4,763,76,2426
8,734,64,2427
7,757,49,2428
11,788,55,2429
8,754,58,2430
3,774,67,2431
7,769,61,2432
5,768,58,2433
7,774,70,2434
5,753,71,2435
8,779,82,2436
5,803,54,2437
3,787,69,2438
6,768,52,2439
8,767,80,2440
4,810,70,2441
5,795,83,2442
4,814,70,2443
6,793,68,2444
4,785,78,2445
8,805,74,2446
7,764,78,2447
5,804,72,2448
10,793,70,2449
5,780,84,2450
9,826,64,2451
5,774,64,2452
3,799,76,2453
11,754,74,2454
14,825,66,2455
9,823,88,2456
3,776,92,2457
3,788,80,2458
9,835,65,2459
6,737,94,2460
5,784,87,2461
8,769,86,2462
10,813,88,2463
4,821,77,2464
2,803,82,2465
3,805,81,2466
5,854,83,2467
5,792,87,2468
7,812,90,2469
4,822,76,2470
5,827,76,2471
5,826,84,2472
4,829,86,2473
7,852,75,2474
6,811,81,2475
8,820,86,2476
5,853,92,2477
5,853,90,2478
11,838,99,2479
8,857,73,2480
6,790,81,2481
7,898,78,2482
7,857,97,2483
7,865,87,2484
0,834,82,2485
7,850,82,2486
8,854,97,2487
5,820,74,2488
8,861,68,2489
5,819,85,2490
10,862,92,2491
6,826,82,2492
3,878,96,2493
5,867,93,2494
4,852,75,2495
7,852,88,2496
9,849,89,2497
4,834,98,2498
2,888,91,2499
4,884,80,2500
6,866,89,2501
5,881,84,2502
5,880,81,2503
10,867,91,2504
8,895,97,2505
6,916,77,2506
4,893,89,2507
7,906,93,2508
2,884,86,2509
4,856,87,2510
2,882,83,2511
3,884,91,2512
5,812,89,2513
3,877,100,2514
5,856,99,2515
3,857,90,2516
5,830,86,2517
2,903,93,2518
6,877,76,2519
4,861,91,2520
4,923,107,2521
6,857,95,2522
9,885,86,2523
7,903,71,2524
7,897,106,2525
8,916,84,2526
5,894,66,2527
4,875,99,2528
4,958,89,2529
8,908,76,2530
6,952,92,2531
9,921,95,2532
5,924,93,2533
9,891,87,2534
7,857,103,2535
12,904,91,2536
5,852,98,2537
5,912,114,2538
6,902,93,2539
8,925,99,2540
8,929,100,2541
8,950,98,2542
6,933,88,2543
3,976,90,2544
8,933,104,2545
8,951,79,2546
3,946,112,2547
4,949,110,2548
2,939,99,2549
8,915,83,2550
7,920,103,2551
5,931,81,2552
6,942,111,2553
4,929,88,2554
7,978,95,2555
4,942,76,2556
6,918,95,2557
5,978,112,2558
6,967,92,2559
9,943,82,2560
7,934,91,2561
7,943,83,2562
5,926,85,2563
3,918,99,2564
5,902,104,2565
11,931,81,2566
3,961,106,2567
4,955,94,2568
5,946,91,2569
3,927,98,2570
4,979,117,2571
3,946,93,2572
5,948,78,2573
6,971,100,2574
5,955,106,2575
10,945,96,2576
3,933,103,2577
7,979,93,2578
3,979,94,2579
6,986,94,2580
2,1010,84,2581
6,942,95,2582
1,977,96,2583
7,936,86,2584
6,925,112,2585
5,984,96,2586
6,982,91,2587
1,1008,102,2588
10,999,88,2589
4,1001,110,2590
2,1016,106,2591
6,1012,90,2592
5,992,102,2593
6,1014,86,2594
7,1022,82,2595
4,1017,97,2596
3,985,101,2597
4,990,95,2598
4,1021,94,2599
2,1041,98,2600
4,1007,98,2601
6,1019,92,2602
9,987,95,2603
7,969,107,2604
5,1024,115,2605
6,1043,93,2606
5,1018,98,2607
4,1010,99,2608
5,1009,85,2609
6,1025,110,2610
13,975,93,2611
5,1075,103,2612
4,1029,100,2613
5,1029,112,2614
7,1039,99,2615
4,1034,97,2616
3,1022,100,2617
6,1094,97,2618
3,1064,79,2619
9,1075,96,2620
5,1075,105,2621
10,1048,96,2622
7,1047,93,2623
2,1056,88,2624
10,1051,84,2625
6,1065,107,2626
7,1067,103,2627
3,1070,96,2628
1,1085,99,2629
8,1086,87,2630
7,1064,104,2631
8,1073,95,2632
4,1090,107,2633
8,1069,103,2634
3,1050,89,2635
3,1096,102,2636
4,1073,105,2637
3,1057,107,2638
6,1055,107,2639
6,1081,114,2640
4,1128,90,2641
5,1100,94,2642
9,1089,92,2643
8,1080,98,2644
5,1095,125,2645
5,1095,102,2646
7,1092,91,2647
9,1108,120,2648
5,1082,111,2649
1,1119,93,2650
6,1111,92,2651
5,1093,125,2652
12,1047,109,2653
8,1145,92,2654
5,1103,105,2655
2,1121,99,2656
7,1076,107,2657
1,1146,109,2658
3,1133,102,2659
10,1116,88,2660
6,1142,83,2661
4,1119,94,2662
4,1147,101,2663
4,1177,99,2664
5,1115,98,2665
9,1215,83,2666
8,1168,93,2667
3,1148,88,2668
6,1152,101,2669
2,1122,86,2670
7,1157,90,2671
11,1200,99,2672
10,1168,92,2673
8,1136,91,2674
6,1167,79,2675
8,1160,92,2676
3,1165,99,2677
3,1165,101,2678
8,1218,85,2679
5,1131,89,2680
6,1154,77,2681
6,1156,105,2682
2,1211,93,2683
4,1160,102,2684
8,1164,95,2685
8,1156,95,2686
6,1152,101,2687
6,1217,95,2688
10,1127,101,2689
5,1236,102,2690
10,1221,98,2691
9,1170,98,2692
5,1164,102,2693
7,1199,102,2694
3,1169,86,2695
4,1192,110,2696
4,1195,101,2697
6,1162,114,2698
3,1198,94,2699
8,1176,93,2700
10,1147,94,2701
7,1226,94,2702
6,1145,105,2703
11,1198,96,2704
15,1233,75,2705
1,1171,87,2706
3,1214,103,2707
6,1187,92,2708
6,1194,77,2709
10,1198,112,2710
10,1179,107,2711
6,1218,85,2712
9,1211,97,2713
5,1214,85,2714
3,1168,112,2715
3,1164,110,2716
4,1245,91,2717
2,1223,89,2718
8,1195,84,2719
8,1216,103,2720
6,1238,80,2721
3,1186,95,2722
8,1235,82,2723
5,1232,102,2724
7,1257,86,2725
7,1264,80,2726
7,1203,103,2727
7,1280,102,2728
6,1235,95,2729
6,1248,87,2730
6,1248,100,2731
6,1219,115,2732
13,1240,112,2733
8,1274,88,2734
9,1251,101,2735
10,1233,101,2736
7,1292,94,2737
3,1254,101,2738
8,1251,112,2739
9,1226,117,2740
12,1269,112,2741
10,1255,100,2742
10,1268,113,2743
10,1222,98,2744
8,1244,105,2745
9,1235,97,2746
6,1248,100,2747
7,1233,105,2748
7,1278,106,2749
6,1276,106,2750
5,1270,103,2751
10,1281,85,2752
7,1284,108,2753
10,1271,100,2754
8,1306,105,2755
5,1305,100,2756
5,1304,96,2757
2,1306,121,2758
9,1243,100,2759
4,1298,109,2760
9,1312,92,2761
8,1263,91,2762
6,1294,99,2763
11,1280,106,2764
4,1293,92,2765
6,1299,103,2766
3,1295,99,2767
5,1263,115,2768
7,1299,85,2769
6,1296,96,2770
9,1300,98,2771
12,1303,108,2772
10,1294,95,2773
7,1331,94,2774
10,1252,85,2775
6,1306,105,2776
4,1310,100,2777
10,1323,79,2778
12,1331,81,2779
6,1328,101,2780
14,1335,101,2781
9,1361,103,2782
15,1328,79,2783
12,1304,104,2784
8,1340,101,2785
5,1318,120,2786
9,1236,102,2787
9,1320,101,2788
7,1331,101,2789
7,1360,95,2790
12,1324,99,2791
8,1280,107,2792
15,1349,87,2793
5,1294,102,2794
8,1311,116,2795
10,1359,94,2796
4,1345,108,2797
9,1314,97,2798
9,1355,93,2799
5,1351,100,2800
10,1362,95,2801
5,1346,93,2802
9,1384,101,2803
12,1421,107,2804
9,1344,107,2805
9,1318,114,2806
6,1370,100,2807
11,1332,96,2808
5,1343,109,2809
5,1347,112,2810
12,1356,99,2811
6,1356,108,2812
9,1346,100,2813
8,1314,115,2814
5,1378,109,2815
8,1373,106,2816
14,1414,104,2817
12,1446,107,2818
14,1331,116,2819
8,1345,124,2820
11,1372,90,2821
9,1352,87,2822
19,1364,94,2823
14,1352,95,2824
7,1398,98,2825
6,1411,94,2826
7,1371,98,2827
10,1393,98,2828
8,1368,90,2829
9,1347,84,2830
8,1354,106,2831
7,1377,85,2832
7,1385,78,2833
11,1381,82,2834
11,1377,96,2835
7,1394,84,2836
11,1342,85,2837
12,1398,85,2838
8,1421,95,2839
7,1393,86,2840
11,1367,89,2841
11,1400,84,2842
11,1389,83,2843
8,1377,89,2844
6,1423,102,2845
6,1411,108,2846
10,1473,75,2847
7,1357,94,2848
4,1426,86,2849
10,1419,89,2850
10,1438,102,2851
8,1421,101,2852
4,1411,83,2853
8,1401,95,2854
8,1422,102,2855
7,1425,102,2856
14,1389,99,2857
11,1439,86,2858
12,1442,91,2859
7,1383,95,2860
9,1416,101,2861
13,1415,85,2862
11,1416,96,2863
11,1465,91,2864
3,1496,87,2865
9,1423,87,2866
10,1462,88,2867
9,1402,94,2868
15,1420,84,2869
11,1442,85,2870
9,1388,85,2871
9,1454,93,2872
12,1425,97,2873
11,1438,106,2874
6,1439,94,2875
11,1449,86,2876
1,1454,79,2877
6,1456,97,2878
5,1436,108,2879
7,1473,100,2880
7,1462,96,2881
7,1422,93,2882
7,1413,91,2883
9,1455,91,2884
5,1480,75,2885
8,1438,88,2886
5,1468,94,2887
6,1441,74,2888
11,1480,89,2889
7,1433,79,2890
12,1491,98,2891
7,1413,94,2892
7,1405,96,2893
8,1453,102,2894
18,1459,91,2895
7,1514,83,2896
12,1452,85,2897
11,1472,82,2898
4,1449,86,2899
13,1452,86,2900
14,1466,106,2901
4,1475,89,2902
5,1439,101,2903
10,1471,92,2904
8,1489,97,2905
8,1492,87,2906
7,1512,74,2907
9,1471,93,2908
9,1474,86,2909
7,1492,93,2910
7,1491,84,2911
5,1450,88,2912
6,1457,97,2913
12,1501,88,2914
4,1430,90,2915
10,1494,84,2916
9,1452,91,2917
9,1472,85,2918
8,1512,78,2919
10,1492,88,2920
9,1517,89,2921
9,1499,75,2922
9,1511,74,2923
8,1504,79,2924
10,1539,84,2925
12,1483,74,2926
9,1480,73,2927
7,1493,86,2928
10,1486,70,2929
6,1448,103,2930
13,1507,87,2931
8,1509,77,2932
10,1470,106,2933
9,1489,83,2934
10,1484,98,2935
6,1527,76,2936
13,1467,88,2937
3,1433,98,2938
10,1463,93,2939
5,1523,80,2940
6,1511,92,2941
10,1486,87,2942
7,1473,98,2943
11,1523,91,2944
12,1504,90,2945
8,1529,106,2946
6,1500,87,2947
5,1474,87,2948
10,1546,97,2949
12,1455,73,2950
11,1495,85,2951
11,1474,91,2952
17,1517,87,2953
10,1505,87,2954
14,1493,84,2955
13,1443,74,2956
9,1515,89,2957
12,1525,68,2958
11,1489,68,2959
13,1502,72,2960
14,1523,89,2961
8,1513,78,2962
4,1544,73,2963
15,1489,77,2964
4,1486,79,2965
11,1528,78,2966
9,1490,98,2967
12,1474,85,2968
7,1508,69,2969
11,1490,81,2970
4,1511,85,2971
13,1503,67,2972
9,1488,79,2973
7,1516,71,2974
4,1507,80,2975
10,1542,71,2976
9,1513,84,2977
11,1520,69,2978
10,1495,95,2979
3,1526,81,2980
9,1556,72,2981
8,1544,84,2982
6,1499,75,2983
9,1536,70,2984
7,1488,77,2985
13,1504,88,2986
10,1559,64,2987
6,1550,63,2988
7,1574,73,2989
14,1488,87,2990
10,1560,81,2991
9,1502,90,2992
4,1511,70,2993
8,1512,80,2994
9,1503,80,2995
8,1577,72,2996
4,1540,74,2997
6,1566,80,2998
8,1536,67,2999
10,1496,82,3000
9,1536,76,3001
7,1525,77,3002
7,1574,67,3003
14,1579,69,3004
14,1545,71,3005
8,1554,76,3006
13,1522,77,3007
7,1581,77,3008
9,1517,90,3009
2,1544,72,3010
10,1538,74,3011
7,1532,69,3012
5,1514,74,3013
6,1603,77,3014
5,1529,56,3015
3,1576,89,3016
8,1550,87,3017
2,1609,70,3018
4,1524,67,3019
8,1590,57,3020
5,1565,77,3021
3,1541,83,3022
6,1550,80,3023
5,1554,63,3024
2,1562,67,3025
8,1579,75,3026
6,1556,85,3027
3,1551,77,3028
3,1611,89,3029
5,1572,90,3030
3,1570,96,3031
5,1608,82,3032
2,1572,83,3033
2,1545,75,3034
1,1570,73,3035
6,1595,70,3036
7,1559,71,3037
4,1571,88,3038
3,1609,89,3039
6,1597,76,3040
1,1611,89,3041
2,1581,75,3042
6,1611,86,3043
1,1615,79,3044
5,1530,83,3045
