Species1,Species2,Species3,Species1_b,Species2_b,Species3_b,Species1_Density,Species2_Density,Species3_Density,Time
313,629,565,0,0,0,[],[],[],1335
298,612,592,0,0,0,[],[],[],1336
311,615,559,0,0,0,[],[],[],1337
288,621,557,0,0,0,[],[],[],1338
308,640,576,0,0,0,[],[],[],1339
318,628,574,0,0,0,[],[],[],1340
296,620,626,0,0,0,[],[],[],1341
302,619,597,0,0,0,[],[],[],1342
301,641,576,0,0,0,[],[],[],1343
274,636,618,0,0,0,[],[],[],1344
299,592,598,0,0,0,[],[],[],1345
287,633,618,0,0,0,[],[],[],1346
320,662,574,0,0,0,[],[],[],1347
294,656,602,0,0,0,[],[],[],1348
281,640,581,0,0,0,[],[],[],1349
302,599,627,0,0,0,[],[],[],1350
303,631,597,0,0,0,[],[],[],1351
316,644,603,0,0,0,[],[],[],1352
294,649,581,0,0,0,[],[],[],1353
291,633,620,0,0,0,[],[],[],1354
301,669,563,0,0,0,[],[],[],1355
309,650,595,0,0,0,[],[],[],1356
304,621,606,0,0,0,[],[],[],1357
277,636,631,0,0,0,[],[],[],1358
283,645,638,0,0,0,[],[],[],1359
290,651,627,0,0,0,[],[],[],1360
286,653,604,0,0,0,[],[],[],1361
295,692,599,0,0,0,[],[],[],1362
283,679,643,0,0,0,[],[],[],1363
302,681,592,0,0,0,[],[],[],1364
275,668,587,0,0,0,[],[],[],1365
293,656,619,0,0,0,[],[],[],1366
266,693,602,0,0,0,[],[],[],1367
297,654,635,0,0,0,[],[],[],1368
299,648,626,0,0,0,[],[],[],1369
289,660,602,0,0,0,[],[],[],1370
295,665,627,0,0,0,[],[],[],1371
278,641,613,0,0,0,[],[],[],1372
307,723,605,0,0,0,[],[],[],1373
294,645,621,0,0,0,[],[],[],1374
303,664,609,0,0,0,[],[],[],1375
316,681,575,0,0,0,[],[],[],1376
291,638,614,0,0,0,[],[],[],1377
310,660,572,0,0,0,[],[],[],1378
263,658,619,0,0,0,[],[],[],1379
287,662,602,0,0,0,[],[],[],1380
277,683,591,0,0,0,[],[],[],1381
294,678,617,0,0,0,[],[],[],1382
295,642,653,0,0,0,[],[],[],1383
270,657,621,0,0,0,[],[],[],1384
312,651,607,0,0,0,[],[],[],1385
318,652,615,0,0,0,[],[],[],1386
297,671,608,0,0,0,[],[],[],1387
285,689,609,0,0,0,[],[],[],1388
283,668,607,0,0,0,[],[],[],1389
284,657,617,0,0,0,[],[],[],1390
295,693,619,0,0,0,[],[],[],1391
302,706,594,0,0,0,[],[],[],1392
291,705,579,0,0,0,[],[],[],1393
273,680,601,0,0,0,[],[],[],1394
291,673,650,0,0,0,[],[],[],1395
273,672,625,0,0,0,[],[],[],1396
291,687,625,0,0,0,[],[],[],1397
278,638,657,0,0,0,[],[],[],1398
286,667,587,0,0,0,[],[],[],1399
306,715,591,0,0,0,[],[],[],1400
313,689,604,0,0,0,[],[],[],1401
316,673,602,0,0,0,[],[],[],1402
307,670,639,0,0,0,[],[],[],1403
311,678,604,0,0,0,[],[],[],1404
286,690,615,0,0,0,[],[],[],1405
273,735,602,0,0,0,[],[],[],1406
302,698,632,0,0,0,[],[],[],1407
307,676,621,0,0,0,[],[],[],1408
268,700,598,0,0,0,[],[],[],1409
300,694,602,0,0,0,[],[],[],1410
309,660,614,0,0,0,[],[],[],1411
314,710,608,0,0,0,[],[],[],1412
279,734,600,0,0,0,[],[],[],1413
301,732,577,0,0,0,[],[],[],1414
280,729,621,0,0,0,[],[],[],1415
286,699,613,0,0,0,[],[],[],1416
266,720,600,0,0,0,[],[],[],1417
270,729,605,0,0,0,[],[],[],1418
323,706,582,0,0,0,[],[],[],1419
281,685,612,0,0,0,[],[],[],1420
295,742,569,0,0,0,[],[],[],1421
282,754,532,0,0,0,[],[],[],1422
287,723,569,0,0,0,[],[],[],1423
302,699,555,0,0,0,[],[],[],1424
303,693,620,0,0,0,[],[],[],1425
277,703,607,0,0,0,[],[],[],1426
276,717,626,0,0,0,[],[],[],1427
255,736,602,0,0,0,[],[],[],1428
275,729,583,0,0,0,[],[],[],1429
284,730,609,0,0,0,[],[],[],1430
338,716,558,0,0,0,[],[],[],1431
271,766,581,0,0,0,[],[],[],1432
293,747,553,0,0,0,[],[],[],1433
283,717,610,0,0,0,[],[],[],1434
321,672,604,0,0,0,[],[],[],1435
291,691,607,0,0,0,[],[],[],1436
332,710,598,0,0,0,[],[],[],1437
263,749,634,0,0,0,[],[],[],1438
335,702,593,0,0,0,[],[],[],1439
307,711,649,0,0,0,[],[],[],1440
319,716,580,0,0,0,[],[],[],1441
307,720,593,0,0,0,[],[],[],1442
284,718,565,0,0,0,[],[],[],1443
296,724,607,0,0,0,[],[],[],1444
307,739,572,0,0,0,[],[],[],1445
296,758,576,0,0,0,[],[],[],1446
323,725,558,0,0,0,[],[],[],1447
362,733,573,0,0,0,[],[],[],1448
315,738,571,0,0,0,[],[],[],1449
322,792,572,0,0,0,[],[],[],1450
281,718,595,0,0,0,[],[],[],1451
314,740,575,0,0,0,[],[],[],1452
310,778,561,0,0,0,[],[],[],1453
294,727,593,0,0,0,[],[],[],1454
288,722,605,0,0,0,[],[],[],1455
295,738,577,0,0,0,[],[],[],1456
287,771,564,0,0,0,[],[],[],1457
302,740,589,0,0,0,[],[],[],1458
272,770,560,0,0,0,[],[],[],1459
309,731,566,0,0,0,[],[],[],1460
304,761,603,0,0,0,[],[],[],1461
310,767,612,0,0,0,[],[],[],1462
256,730,653,0,0,0,[],[],[],1463
271,745,608,0,0,0,[],[],[],1464
306,746,591,0,0,0,[],[],[],1465
286,721,599,0,0,0,[],[],[],1466
312,710,623,0,0,0,[],[],[],1467
292,732,605,0,0,0,[],[],[],1468
320,769,550,0,0,0,[],[],[],1469
254,819,596,0,0,0,[],[],[],1470
294,762,627,0,0,0,[],[],[],1471
273,743,576,0,0,0,[],[],[],1472
303,744,608,0,0,0,[],[],[],1473
291,720,635,0,0,0,[],[],[],1474
292,776,575,0,0,0,[],[],[],1475
305,722,601,0,0,0,[],[],[],1476
251,790,591,0,0,0,[],[],[],1477
296,766,612,0,0,0,[],[],[],1478
286,728,640,0,0,0,[],[],[],1479
297,770,566,0,0,0,[],[],[],1480
271,765,594,0,0,0,[],[],[],1481
306,743,627,0,0,0,[],[],[],1482
274,772,571,0,0,0,[],[],[],1483
298,778,620,0,0,0,[],[],[],1484
311,768,593,0,0,0,[],[],[],1485
281,778,639,0,0,0,[],[],[],1486
303,752,557,0,0,0,[],[],[],1487
293,804,578,0,0,0,[],[],[],1488
274,795,599,0,0,0,[],[],[],1489
295,771,621,0,0,0,[],[],[],1490
311,762,590,0,0,0,[],[],[],1491
291,795,554,0,0,0,[],[],[],1492
301,819,577,0,0,0,[],[],[],1493
275,771,579,0,0,0,[],[],[],1494
266,803,561,0,0,0,[],[],[],1495
273,805,580,0,0,0,[],[],[],1496
275,802,590,0,0,0,[],[],[],1497
304,775,587,0,0,0,[],[],[],1498
293,793,612,0,0,0,[],[],[],1499
293,796,562,0,0,0,[],[],[],1500
283,792,534,0,0,0,[],[],[],1501
275,774,581,0,0,0,[],[],[],1502
300,774,568,0,0,0,[],[],[],1503
284,797,568,0,0,0,[],[],[],1504
316,802,537,0,0,0,[],[],[],1505
295,778,563,0,0,0,[],[],[],1506
290,789,586,0,0,0,[],[],[],1507
288,809,574,0,0,0,[],[],[],1508
280,796,569,0,0,0,[],[],[],1509
286,741,588,0,0,0,[],[],[],1510
284,833,540,0,0,0,[],[],[],1511
298,772,580,0,0,0,[],[],[],1512
280,817,550,0,0,0,[],[],[],1513
271,829,550,0,0,0,[],[],[],1514
293,816,566,0,0,0,[],[],[],1515
273,795,578,0,0,0,[],[],[],1516
300,851,509,0,0,0,[],[],[],1517
292,782,555,0,0,0,[],[],[],1518
291,777,556,0,0,0,[],[],[],1519
304,846,543,0,0,0,[],[],[],1520
297,799,557,0,0,0,[],[],[],1521
312,780,603,0,0,0,[],[],[],1522
271,784,599,0,0,0,[],[],[],1523
296,808,588,0,0,0,[],[],[],1524
241,830,570,0,0,0,[],[],[],1525
282,813,564,0,0,0,[],[],[],1526
278,824,568,0,0,0,[],[],[],1527
305,803,554,0,0,0,[],[],[],1528
275,829,562,0,0,0,[],[],[],1529
292,858,550,0,0,0,[],[],[],1530
289,807,556,0,0,0,[],[],[],1531
318,807,547,0,0,0,[],[],[],1532
271,835,585,0,0,0,[],[],[],1533
302,816,570,0,0,0,[],[],[],1534
293,805,570,0,0,0,[],[],[],1535
281,814,599,0,0,0,[],[],[],1536
290,795,593,0,0,0,[],[],[],1537
255,846,561,0,0,0,[],[],[],1538
287,839,575,0,0,0,[],[],[],1539
299,815,574,0,0,0,[],[],[],1540
287,876,558,0,0,0,[],[],[],1541
282,839,528,0,0,0,[],[],[],1542
297,811,572,0,0,0,[],[],[],1543
282,828,578,0,0,0,[],[],[],1544
282,820,558,0,0,0,[],[],[],1545
291,832,558,0,0,0,[],[],[],1546
290,838,544,0,0,0,[],[],[],1547
253,835,590,0,0,0,[],[],[],1548
289,794,583,0,0,0,[],[],[],1549
287,830,546,0,0,0,[],[],[],1550
279,853,549,0,0,0,[],[],[],1551
259,860,572,0,0,0,[],[],[],1552
270,896,551,0,0,0,[],[],[],1553
285,834,601,0,0,0,[],[],[],1554
236,830,596,0,0,0,[],[],[],1555
258,859,566,0,0,0,[],[],[],1556
291,832,561,0,0,0,[],[],[],1557
262,848,552,0,0,0,[],[],[],1558
279,876,568,0,0,0,[],[],[],1559
278,806,554,0,0,0,[],[],[],1560
298,846,545,0,0,0,[],[],[],1561
279,876,543,0,0,0,[],[],[],1562
276,835,541,0,0,0,[],[],[],1563
263,860,561,0,0,0,[],[],[],1564
274,857,555,0,0,0,[],[],[],1565
266,818,582,0,0,0,[],[],[],1566
261,836,575,0,0,0,[],[],[],1567
260,873,566,0,0,0,[],[],[],1568
275,903,529,0,0,0,[],[],[],1569
264,846,526,0,0,0,[],[],[],1570
280,857,536,0,0,0,[],[],[],1571
270,860,550,0,0,0,[],[],[],1572
288,860,547,0,0,0,[],[],[],1573
273,847,553,0,0,0,[],[],[],1574
262,896,508,0,0,0,[],[],[],1575
254,864,532,0,0,0,[],[],[],1576
277,878,536,0,0,0,[],[],[],1577
276,825,576,0,0,0,[],[],[],1578
287,893,525,0,0,0,[],[],[],1579
282,833,544,0,0,0,[],[],[],1580
291,907,518,0,0,0,[],[],[],1581
290,855,537,0,0,0,[],[],[],1582
271,893,507,0,0,0,[],[],[],1583
297,856,527,0,0,0,[],[],[],1584
289,833,536,0,0,0,[],[],[],1585
262,933,504,0,0,0,[],[],[],1586
294,853,543,0,0,0,[],[],[],1587
312,875,515,0,0,0,[],[],[],1588
292,884,535,0,0,0,[],[],[],1589
270,862,531,0,0,0,[],[],[],1590
295,842,530,0,0,0,[],[],[],1591
286,865,530,0,0,0,[],[],[],1592
254,881,513,0,0,0,[],[],[],1593
263,921,513,0,0,0,[],[],[],1594
261,891,515,0,0,0,[],[],[],1595
261,919,503,0,0,0,[],[],[],1596
295,881,532,0,0,0,[],[],[],1597
260,910,495,0,0,0,[],[],[],1598
267,918,501,0,0,0,[],[],[],1599
264,890,499,0,0,0,[],[],[],1600
250,902,531,0,0,0,[],[],[],1601
268,905,531,0,0,0,[],[],[],1602
259,917,504,0,0,0,[],[],[],1603
280,913,500,0,0,0,[],[],[],1604
274,887,493,0,0,0,[],[],[],1605
271,886,541,0,0,0,[],[],[],1606
278,899,528,0,0,0,[],[],[],1607
275,881,515,0,0,0,[],[],[],1608
277,880,525,0,0,0,[],[],[],1609
253,878,562,0,0,0,[],[],[],1610
259,909,529,0,0,0,[],[],[],1611
261,863,547,0,0,0,[],[],[],1612
276,920,507,0,0,0,[],[],[],1613
262,905,524,0,0,0,[],[],[],1614
292,898,490,0,0,0,[],[],[],1615
243,938,520,0,0,0,[],[],[],1616
304,873,488,0,0,0,[],[],[],1617
270,898,514,0,0,0,[],[],[],1618
266,905,496,0,0,0,[],[],[],1619
288,908,473,0,0,0,[],[],[],1620
277,959,475,0,0,0,[],[],[],1621
273,981,441,0,0,0,[],[],[],1622
272,922,473,0,0,0,[],[],[],1623
253,930,506,0,0,0,[],[],[],1624
266,958,464,0,0,0,[],[],[],1625
259,926,497,0,0,0,[],[],[],1626
258,893,527,0,0,0,[],[],[],1627
256,955,460,0,0,0,[],[],[],1628
258,958,472,0,0,0,[],[],[],1629
254,926,481,0,0,0,[],[],[],1630
252,937,473,0,0,0,[],[],[],1631
266,948,486,0,0,0,[],[],[],1632
273,909,525,0,0,0,[],[],[],1633
297,900,476,0,0,0,[],[],[],1634
273,927,489,0,0,0,[],[],[],1635
265,894,505,0,0,0,[],[],[],1636
268,952,463,0,0,0,[],[],[],1637
250,933,460,0,0,0,[],[],[],1638
254,931,475,0,0,0,[],[],[],1639
243,950,526,0,0,0,[],[],[],1640
272,895,514,0,0,0,[],[],[],1641
294,930,474,0,0,0,[],[],[],1642
282,919,475,0,0,0,[],[],[],1643
245,908,537,0,0,0,[],[],[],1644
233,932,525,0,0,0,[],[],[],1645
288,919,495,0,0,0,[],[],[],1646
266,917,491,0,0,0,[],[],[],1647
263,944,478,0,0,0,[],[],[],1648
259,923,483,0,0,0,[],[],[],1649
257,910,517,0,0,0,[],[],[],1650
265,926,513,0,0,0,[],[],[],1651
260,898,521,0,0,0,[],[],[],1652
279,929,500,0,0,0,[],[],[],1653
271,913,503,0,0,0,[],[],[],1654
232,935,542,0,0,0,[],[],[],1655
274,885,530,0,0,0,[],[],[],1656
268,937,504,0,0,0,[],[],[],1657
240,933,477,0,0,0,[],[],[],1658
272,882,519,0,0,0,[],[],[],1659
266,897,534,0,0,0,[],[],[],1660
285,901,516,0,0,0,[],[],[],1661
273,946,512,0,0,0,[],[],[],1662
290,902,483,0,0,0,[],[],[],1663
273,921,478,0,0,0,[],[],[],1664
279,914,507,0,0,0,[],[],[],1665
240,941,510,0,0,0,[],[],[],1666
276,903,560,0,0,0,[],[],[],1667
270,886,544,0,0,0,[],[],[],1668
273,880,534,0,0,0,[],[],[],1669
256,920,504,0,0,0,[],[],[],1670
277,951,492,0,0,0,[],[],[],1671
232,988,505,0,0,0,[],[],[],1672
277,930,522,0,0,0,[],[],[],1673
257,941,512,0,0,0,[],[],[],1674
271,982,474,0,0,0,[],[],[],1675
260,916,506,0,0,0,[],[],[],1676
243,971,466,0,0,0,[],[],[],1677
257,1000,463,0,0,0,[],[],[],1678
252,988,503,0,0,0,[],[],[],1679
241,1001,490,0,0,0,[],[],[],1680
276,964,502,0,0,0,[],[],[],1681
242,1010,512,0,0,0,[],[],[],1682
245,1007,478,0,0,0,[],[],[],1683
274,917,481,0,0,0,[],[],[],1684
242,951,501,0,0,0,[],[],[],1685
274,963,480,0,0,0,[],[],[],1686
274,956,451,0,0,0,[],[],[],1687
301,973,461,0,0,0,[],[],[],1688
248,1007,480,0,0,0,[],[],[],1689
278,968,449,0,0,0,[],[],[],1690
243,1020,453,0,0,0,[],[],[],1691
291,954,464,0,0,0,[],[],[],1692
259,999,454,0,0,0,[],[],[],1693
252,983,442,0,0,0,[],[],[],1694
276,994,422,0,0,0,[],[],[],1695
266,956,461,0,0,0,[],[],[],1696
261,998,448,0,0,0,[],[],[],1697
277,972,455,0,0,0,[],[],[],1698
263,969,448,0,0,0,[],[],[],1699
275,999,432,0,0,0,[],[],[],1700
276,1019,453,0,0,0,[],[],[],1701
276,986,429,0,0,0,[],[],[],1702
266,1022,426,0,0,0,[],[],[],1703
298,1016,430,0,0,0,[],[],[],1704
267,1022,464,0,0,0,[],[],[],1705
272,964,436,0,0,0,[],[],[],1706
268,1017,447,0,0,0,[],[],[],1707
280,1046,424,0,0,0,[],[],[],1708
263,1048,402,0,0,0,[],[],[],1709
272,1012,445,0,0,0,[],[],[],1710
267,1042,418,0,0,0,[],[],[],1711
244,1039,447,0,0,0,[],[],[],1712
251,1037,440,0,0,0,[],[],[],1713
240,994,437,0,0,0,[],[],[],1714
253,1073,417,0,0,0,[],[],[],1715
275,1031,435,0,0,0,[],[],[],1716
266,1024,434,0,0,0,[],[],[],1717
260,1045,441,0,0,0,[],[],[],1718
282,1015,418,0,0,0,[],[],[],1719
257,1035,432,0,0,0,[],[],[],1720
263,993,405,0,0,0,[],[],[],1721
247,1045,418,0,0,0,[],[],[],1722
285,1085,395,0,0,0,[],[],[],1723
262,1092,430,0,0,0,[],[],[],1724
244,1049,435,0,0,0,[],[],[],1725
271,1017,410,0,0,0,[],[],[],1726
274,1027,436,0,0,0,[],[],[],1727
270,1058,421,0,0,0,[],[],[],1728
265,1051,406,0,0,0,[],[],[],1729
244,1041,415,0,0,0,[],[],[],1730
263,1054,453,0,0,0,[],[],[],1731
250,1026,389,0,0,0,[],[],[],1732
274,1064,398,0,0,0,[],[],[],1733
275,1034,398,0,0,0,[],[],[],1734
263,1072,390,0,0,0,[],[],[],1735
260,1063,421,0,0,0,[],[],[],1736
270,1069,434,0,0,0,[],[],[],1737
278,1072,347,0,0,0,[],[],[],1738
243,1059,395,0,0,0,[],[],[],1739
250,1072,362,0,0,0,[],[],[],1740
276,1095,373,0,0,0,[],[],[],1741
243,1121,369,0,0,0,[],[],[],1742
242,1093,383,0,0,0,[],[],[],1743
254,1079,353,0,0,0,[],[],[],1744
272,1097,367,0,0,0,[],[],[],1745
252,1026,416,0,0,0,[],[],[],1746
243,1088,378,0,0,0,[],[],[],1747
237,1083,398,0,0,0,[],[],[],1748
267,1089,364,0,0,0,[],[],[],1749
244,1062,392,0,0,0,[],[],[],1750
284,1050,380,0,0,0,[],[],[],1751
262,1090,378,0,0,0,[],[],[],1752
248,1087,392,0,0,0,[],[],[],1753
238,1068,373,0,0,0,[],[],[],1754
275,1077,352,0,0,0,[],[],[],1755
259,1115,369,0,0,0,[],[],[],1756
269,1064,383,0,0,0,[],[],[],1757
237,1101,383,0,0,0,[],[],[],1758
269,1063,375,0,0,0,[],[],[],1759
273,1097,361,0,0,0,[],[],[],1760
250,1147,375,0,0,0,[],[],[],1761
239,1144,367,0,0,0,[],[],[],1762
233,1098,378,0,0,0,[],[],[],1763
245,1136,365,0,0,0,[],[],[],1764
266,1063,396,0,0,0,[],[],[],1765
264,1099,371,0,0,0,[],[],[],1766
256,1112,343,0,0,0,[],[],[],1767
263,1155,328,0,0,0,[],[],[],1768
234,1140,372,0,0,0,[],[],[],1769
264,1117,382,0,0,0,[],[],[],1770
262,1121,375,0,0,0,[],[],[],1771
268,1082,367,0,0,0,[],[],[],1772
261,1145,359,0,0,0,[],[],[],1773
252,1147,346,0,0,0,[],[],[],1774
263,1105,354,0,0,0,[],[],[],1775
262,1099,393,0,0,0,[],[],[],1776
294,1112,371,0,0,0,[],[],[],1777
290,1095,359,0,0,0,[],[],[],1778
289,1097,366,0,0,0,[],[],[],1779
255,1145,344,0,0,0,[],[],[],1780
248,1128,364,0,0,0,[],[],[],1781
280,1142,329,0,0,0,[],[],[],1782
280,1151,321,0,0,0,[],[],[],1783
301,1097,353,0,0,0,[],[],[],1784
243,1148,346,0,0,0,[],[],[],1785
238,1158,371,0,0,0,[],[],[],1786
256,1191,343,0,0,0,[],[],[],1787
280,1117,388,0,0,0,[],[],[],1788
269,1154,317,0,0,0,[],[],[],1789
290,1130,333,0,0,0,[],[],[],1790
265,1112,366,0,0,0,[],[],[],1791
271,1175,345,0,0,0,[],[],[],1792
251,1093,357,0,0,0,[],[],[],1793
242,1135,365,0,0,0,[],[],[],1794
267,1099,349,0,0,0,[],[],[],1795
262,1166,326,0,0,0,[],[],[],1796
272,1101,368,0,0,0,[],[],[],1797
267,1139,368,0,0,0,[],[],[],1798
263,1136,369,0,0,0,[],[],[],1799
251,1157,340,0,0,0,[],[],[],1800
306,1114,352,0,0,0,[],[],[],1801
266,1114,347,0,0,0,[],[],[],1802
270,1169,318,0,0,0,[],[],[],1803
259,1132,340,0,0,0,[],[],[],1804
255,1144,341,0,0,0,[],[],[],1805
270,1070,366,0,0,0,[],[],[],1806
251,1163,333,0,0,0,[],[],[],1807
257,1138,360,0,0,0,[],[],[],1808
262,1141,330,0,0,0,[],[],[],1809
265,1134,312,0,0,0,[],[],[],1810
259,1149,348,0,0,0,[],[],[],1811
273,1153,326,0,0,0,[],[],[],1812
259,1129,320,0,0,0,[],[],[],1813
226,1153,335,0,0,0,[],[],[],1814
251,1163,318,0,0,0,[],[],[],1815
264,1161,332,0,0,0,[],[],[],1816
267,1150,303,0,0,0,[],[],[],1817
244,1155,356,0,0,0,[],[],[],1818
261,1174,328,0,0,0,[],[],[],1819
266,1155,339,0,0,0,[],[],[],1820
254,1160,321,0,0,0,[],[],[],1821
256,1138,337,0,0,0,[],[],[],1822
252,1118,337,0,0,0,[],[],[],1823
239,1196,317,0,0,0,[],[],[],1824
251,1124,326,0,0,0,[],[],[],1825
250,1133,336,0,0,0,[],[],[],1826
256,1178,334,0,0,0,[],[],[],1827
243,1178,319,0,0,0,[],[],[],1828
274,1158,308,0,0,0,[],[],[],1829
258,1170,338,0,0,0,[],[],[],1830
273,1176,303,0,0,0,[],[],[],1831
247,1156,328,0,0,0,[],[],[],1832
252,1155,300,0,0,0,[],[],[],1833
273,1143,303,0,0,0,[],[],[],1834
275,1152,322,0,0,0,[],[],[],1835
254,1117,343,0,0,0,[],[],[],1836
237,1196,306,0,0,0,[],[],[],1837
253,1166,317,0,0,0,[],[],[],1838
237,1159,304,0,0,0,[],[],[],1839
256,1184,317,0,0,0,[],[],[],1840
260,1145,307,0,0,0,[],[],[],1841
241,1199,293,0,0,0,[],[],[],1842
251,1163,316,0,0,0,[],[],[],1843
259,1200,304,0,0,0,[],[],[],1844
255,1193,299,0,0,0,[],[],[],1845
254,1178,265,0,0,0,[],[],[],1846
258,1173,277,0,0,0,[],[],[],1847
286,1163,274,0,0,0,[],[],[],1848
259,1135,319,0,0,0,[],[],[],1849
249,1205,310,0,0,0,[],[],[],1850
254,1148,305,0,0,0,[],[],[],1851
275,1152,318,0,0,0,[],[],[],1852
218,1159,355,0,0,0,[],[],[],1853
251,1199,294,0,0,0,[],[],[],1854
251,1169,300,0,0,0,[],[],[],1855
248,1211,301,0,0,0,[],[],[],1856
244,1179,288,0,0,0,[],[],[],1857
236,1159,341,0,0,0,[],[],[],1858
256,1149,295,0,0,0,[],[],[],1859
250,1183,293,0,0,0,[],[],[],1860
246,1169,312,0,0,0,[],[],[],1861
236,1186,328,0,0,0,[],[],[],1862
243,1165,345,0,0,0,[],[],[],1863
257,1187,303,0,0,0,[],[],[],1864
241,1145,320,0,0,0,[],[],[],1865
265,1132,306,0,0,0,[],[],[],1866
235,1157,304,0,0,0,[],[],[],1867
280,1179,295,0,0,0,[],[],[],1868
238,1162,299,0,0,0,[],[],[],1869
236,1176,315,0,0,0,[],[],[],1870
250,1150,317,0,0,0,[],[],[],1871
253,1180,336,0,0,0,[],[],[],1872
222,1150,318,0,0,0,[],[],[],1873
224,1221,289,0,0,0,[],[],[],1874
253,1210,289,0,0,0,[],[],[],1875
251,1159,300,0,0,0,[],[],[],1876
258,1165,290,0,0,0,[],[],[],1877
274,1196,292,0,0,0,[],[],[],1878
257,1172,297,0,0,0,[],[],[],1879
252,1154,294,0,0,0,[],[],[],1880
214,1270,307,0,0,0,[],[],[],1881
230,1170,303,0,0,0,[],[],[],1882
237,1208,295,0,0,0,[],[],[],1883
252,1208,277,0,0,0,[],[],[],1884
242,1215,280,0,0,0,[],[],[],1885
232,1213,292,0,0,0,[],[],[],1886
227,1189,324,0,0,0,[],[],[],1887
241,1242,303,0,0,0,[],[],[],1888
228,1195,327,0,0,0,[],[],[],1889
252,1257,283,0,0,0,[],[],[],1890
257,1215,287,0,0,0,[],[],[],1891
244,1192,267,0,0,0,[],[],[],1892
251,1229,274,0,0,0,[],[],[],1893
229,1216,271,0,0,0,[],[],[],1894
248,1217,286,0,0,0,[],[],[],1895
218,1221,267,0,0,0,[],[],[],1896
233,1227,306,0,0,0,[],[],[],1897
218,1261,279,0,0,0,[],[],[],1898
236,1201,255,0,0,0,[],[],[],1899
246,1216,296,0,0,0,[],[],[],1900
241,1182,278,0,0,0,[],[],[],1901
276,1222,259,0,0,0,[],[],[],1902
235,1215,296,0,0,0,[],[],[],1903
256,1206,246,0,0,0,[],[],[],1904
231,1221,263,0,0,0,[],[],[],1905
249,1200,262,0,0,0,[],[],[],1906
251,1196,274,0,0,0,[],[],[],1907
241,1241,254,0,0,0,[],[],[],1908
259,1212,279,0,0,0,[],[],[],1909
234,1226,267,0,0,0,[],[],[],1910
219,1262,242,0,0,0,[],[],[],1911
248,1233,252,0,0,0,[],[],[],1912
247,1275,248,0,0,0,[],[],[],1913
263,1236,270,0,0,0,[],[],[],1914
221,1206,275,0,0,0,[],[],[],1915
244,1255,224,0,0,0,[],[],[],1916
249,1260,247,0,0,0,[],[],[],1917
219,1236,255,0,0,0,[],[],[],1918
238,1300,235,0,0,0,[],[],[],1919
257,1259,233,0,0,0,[],[],[],1920
203,1270,255,0,0,0,[],[],[],1921
207,1242,242,0,0,0,[],[],[],1922
262,1172,259,0,0,0,[],[],[],1923
216,1272,251,0,0,0,[],[],[],1924
230,1253,239,0,0,0,[],[],[],1925
246,1223,255,0,0,0,[],[],[],1926
271,1231,238,0,0,0,[],[],[],1927
224,1247,257,0,0,0,[],[],[],1928
232,1270,239,0,0,0,[],[],[],1929
232,1275,236,0,0,0,[],[],[],1930
243,1264,236,0,0,0,[],[],[],1931
219,1260,260,0,0,0,[],[],[],1932
251,1228,235,0,0,0,[],[],[],1933
242,1281,238,0,0,0,[],[],[],1934
240,1271,251,0,0,0,[],[],[],1935
246,1254,228,0,0,0,[],[],[],1936
222,1265,239,0,0,0,[],[],[],1937
223,1268,231,0,0,0,[],[],[],1938
254,1287,227,0,0,0,[],[],[],1939
227,1274,238,0,0,0,[],[],[],1940
235,1322,248,0,0,0,[],[],[],1941
211,1261,238,0,0,0,[],[],[],1942
230,1289,211,0,0,0,[],[],[],1943
228,1280,254,0,0,0,[],[],[],1944
225,1274,240,0,0,0,[],[],[],1945
217,1255,286,0,0,0,[],[],[],1946
244,1246,259,0,0,0,[],[],[],1947
210,1324,226,0,0,0,[],[],[],1948
248,1250,248,0,0,0,[],[],[],1949
208,1287,238,0,0,0,[],[],[],1950
233,1300,236,0,0,0,[],[],[],1951
220,1306,231,0,0,0,[],[],[],1952
249,1258,253,0,0,0,[],[],[],1953
248,1314,220,0,0,0,[],[],[],1954
234,1324,212,0,0,0,[],[],[],1955
229,1268,222,0,0,0,[],[],[],1956
235,1285,249,0,0,0,[],[],[],1957
228,1286,220,0,0,0,[],[],[],1958
244,1305,231,0,0,0,[],[],[],1959
237,1316,240,0,0,0,[],[],[],1960
211,1293,260,0,0,0,[],[],[],1961
257,1256,228,0,0,0,[],[],[],1962
224,1325,245,0,0,0,[],[],[],1963
223,1283,209,0,0,0,[],[],[],1964
214,1296,257,0,0,0,[],[],[],1965
245,1259,242,0,0,0,[],[],[],1966
227,1284,249,0,0,0,[],[],[],1967
226,1297,242,0,0,0,[],[],[],1968
216,1300,242,0,0,0,[],[],[],1969
225,1274,231,0,0,0,[],[],[],1970
231,1278,258,0,0,0,[],[],[],1971
240,1278,270,0,0,0,[],[],[],1972
265,1274,238,0,0,0,[],[],[],1973
246,1288,255,0,0,0,[],[],[],1974
216,1301,255,0,0,0,[],[],[],1975
227,1257,235,0,0,0,[],[],[],1976
253,1308,224,0,0,0,[],[],[],1977
230,1259,253,0,0,0,[],[],[],1978
228,1253,260,0,0,0,[],[],[],1979
229,1267,229,0,0,0,[],[],[],1980
233,1255,264,0,0,0,[],[],[],1981
239,1283,251,0,0,0,[],[],[],1982
238,1286,257,0,0,0,[],[],[],1983
209,1282,247,0,0,0,[],[],[],1984
